,film,film_id,imdb_song,spotify_song
9,The Lion King,0110357,I've Got a Lovely Bunch of Coconuts ,I've Got a Lovely Bunch of Coconuts
10,The Lion King,0110357,Hawaiian War Chant ,Hawaiian War Chant
11,The Lion King,0110357,Can You Feel the Love Tonight ,Can You Feel the Love Tonight
12,The Lion King,0110357,Nobody Knows the Trouble I've Seen ,Nobody Knows The Trouble I've Seen - Re-record
13,The Lion King,0110357,Eluring ,Fuck Everything
14,The Lion King,0110357,Eluring (Circle of Life Estonian Version) ,
0,American History X,0120586,Battle Hymn of the Republic ,Battle Hymn of the Republic
1,American History X,0120586,The White Man Marches On ,
0,The Pianist,0253474,"Nocturne in C# Minor, Posthumous ","Nocturne in C Minor, Op. Posthumous"
1,The Pianist,0253474,"Grande Polonaise Brillante, Op. 22 - Allegro Molto ","Andante spianato et Grande polonaise brillante, Op. 22: Grande Polonaise in E-flat Major. Molto allegro"
2,The Pianist,0253474,"Ballad No. 1 in G Minor, Op. 23 ","Ballade No. 1 in G Minor, Op. 23"
3,The Pianist,0253474,"Sonata No. 14 in C# Minor, Op. 27/2: 'Mondscheinsonate' ","Piano Sonata No. 14 In C Sharp Minor, Op. 27 No. 2, ""moonlight"" - 1. Adagio Sostenuto"
4,The Pianist,0253474,Suite No. 1 BWV 1007 for Solo Cello ,"Suite For Cello Solo No.1 In G, BWV 1007: 1. Prélude"
5,The Pianist,0253474,"Tantz, Tantz Yidelekh ","Araber Tantz, Tantz Tantz Yidelekh"
6,The Pianist,0253474,Umowilem sie z nia na dziewiata ,Umowilem sie z nia na dziewiata
7,The Pianist,0253474,Marsz Strzelcow ,Marsz Strzelców Lwowskich
8,The Pianist,0253474,Polish National Anthem ,Polish National Anthem / Hymn Polski
0,Back to the Future,0088763,THE POWER OF LOVE ,The Power Of Love
1,Back to the Future,0088763,BACK IN TIME ,Back In Time
2,Back to the Future,0088763,HEAVEN IS ONE STEP AWAY ,Heaven Is Only One Step Away
3,Back to the Future,0088763,TIME BOMB TOWN ,Strike in the Time-Bomb Town
4,Back to the Future,0088763,MR. SANDMAN ,Mr. Sandman
5,Back to the Future,0088763,THE BALLAD OF DAVY CROCKETT ,"The Ballad of Davy Crockett - From ""Frontierland"""
6,Back to the Future,0088763,THE WALLFLOWER (DANCE WITH ME HENRY) ,Dance With Me Henry (Wallflower)
7,Back to the Future,0088763,NIGHT TRAIN ,Night Train
8,Back to the Future,0088763,PLEDGING MY LOVE ,Pledging My Love
9,Back to the Future,0088763,EARTH ANGEL (WILL YOU BE MINE) ,Earth Angel (Will You Be Mine)
10,Back to the Future,0088763,JOHNNY B. GOODE ,Johnny B. Goode
11,Back to the Future,0088763,Out The Window ,Jump Out The Window
0,Terminator 2: Judgment Day,0103064,You Could Be Mine ,You Could Be Mine
1,Terminator 2: Judgment Day,0103064,Bad to the Bone ,Bad To The Bone
2,Terminator 2: Judgment Day,0103064,"Guitars, Cadillacs ","Guitars, Cadillacs"
3,Terminator 2: Judgment Day,0103064,And This One ,This Magic Moment
0,Modern Times,0027977,"Hallelujah, I'm a Bum ","Hallelujah, I'm a Bum"
1,Modern Times,0027977,The Prisoner's Song ,The Prisoner's Song
2,Modern Times,0027977,How Dry I Am ,Lullaby (Take 2: How Dry I Am)
3,Modern Times,0027977,In the Evening by the Moonlight ,In the Evening By the Moonlight
4,Modern Times,0027977,Je Cherche après Titine ,Je cherche après Titine - Les yeux noirs
5,Modern Times,0027977,Theme from Modern Times ,"The Terry Theme From ""Limelight"" / La Violetera From ""City Lights"" / Je cherche après Titine From ""Modern Times"" / Awakening From ""Limelight"" / Theme From ""Modern Times"" - CITY MEMORIES"
0,Psycho,0054215,It looks like we don't have any Soundtracks for this title yet.,
0,Gladiator,0172495,Pavor ,"Panoramic (feat. Sage The Gemini, Show Banga)"
1,Gladiator,0172495,Etruria ,Etruria
2,Gladiator,0172495,Now We Are Free ,Now We Are Free
0,City Lights,0021749,Flower Girl Theme ,Flowerpot Girls Theme
1,City Lights,0021749,The Star Spangled Banner ,The Star Spangled Banner
2,City Lights,0021749,How Dry I Am ,Lullaby (Take 2: How Dry I Am)
3,City Lights,0021749,Beautiful Wonderful Eyes ,"Beautiful, Wonderful Eyes"
4,City Lights,0021749,Tomorrow the Sun Will Shine ,Tomorrow the Sun Will Shine
5,City Lights,0021749,Happy Romance ,Truly Happy
6,City Lights,0021749,Promenade ,Promenade
7,City Lights,0021749,Orientale ,Orientale
8,City Lights,0021749,La Violetera ,La Violetera
0,The Departed,0407887,Gimme Shelter ,Gimme Shelter
1,The Departed,0407887,Minstrel Boy ,Minstrel Boy
2,The Departed,0407887,Scotland the Brave ,Scotland the Brave
3,The Departed,0407887,I'm Shipping Up to Boston ,I'm Shipping Up To Boston
4,The Departed,0407887,Thief's Theme ,Thief's Theme
5,The Departed,0407887,One Way Out ,"One Way Out - Live At The Final Fillmore East Concert, 1971"
6,The Departed,0407887,Nobody But Me ,Nobody But Me
7,The Departed,0407887,Let it Loose ,Let It Loose
8,The Departed,0407887,Sweet Dreams ,Sweet Dreams (Are Made of This) - Remastered
9,The Departed,0407887,"Well, Well, Well ",Well Well Well - Remastered 2010
10,The Departed,0407887,Bang Bang ,Bang Bang
11,The Departed,0407887,"Sail On, Sailor ","Sail On, Sailor - Remastered 2000"
12,The Departed,0407887,Sancta Maria ,Sancta Maria
13,The Departed,0407887,Baby Blue ,Baby Blue (feat. Chance the Rapper)
14,The Departed,0407887,"Chi mi frena (Sextet, Act 2) ","Lucia di Lammermoor, Act 2: ""Chi mi frena in tal momento"" (Sextet)"
15,The Departed,0407887,Comfortably Numb ,Comfortably Numb
16,The Departed,0407887,Tweedlee Dee ,Tweedle Dee
17,The Departed,0407887,Lucia di Lammermoor: Act 1: Preludio - Percorrete le spiaggie vicine ,"Lucia di Lammermoor / Act 1: Preludio - ""Percorrete le spiaggie vicine"""
18,The Departed,0407887,Theme from Symphony No. 5 in E Minor ,Symphony No. 9 In E Minor From The New World Op. 95: Largo
19,The Departed,0407887,Sweet Dreams ,Sweet Dreams (Are Made of This) - Remastered
20,The Departed,0407887,Mother Machree ,Mother Machine
0,The Intouchables,1675434,September ,September
1,The Intouchables,1675434,Boogie Wonderland ,Boogie Wonderland
2,The Intouchables,1675434,"Ave Maria, D.839 ","Ave Maria, D.839 - Arr. Hazell"
3,The Intouchables,1675434,The Ghetto ,The Ghetto
4,The Intouchables,1675434,You're Goin' Miss Your Candyman ,You're Goin' Miss Your Candyman
5,The Intouchables,1675434,"Nocturne in Si bémol Mineur, Op.9. No 1 ",
6,The Intouchables,1675434,"Nein, länger trag' ich nicht die Qualen... Durch die Wälder, durch die Auen ","Der Freischütz, J.277 / Act 1: ""Nein, länger trag' ich nicht die Quälen...Durch die Wälder, durch die Auen"""
7,The Intouchables,1675434,Feeling Good ,Feeling Good
8,The Intouchables,1675434,L'Eté: Adagio ,"Les quatre saisons,L'été: Adagio"
9,The Intouchables,1675434,Colombine Ouverture Burlesque ,"Ouverture Burlesque, TWV55: IV. Colombine"
10,The Intouchables,1675434,Les Indes galantes ,"Les Indes galantes, RCT 44 / Entrée IV: Danse des sauvages"
11,The Intouchables,1675434,Concerto Grosso ,"Concerto Grosso In D Minor, Op.3/11, RV 565: 1. Allegro"
12,The Intouchables,1675434,L'hiver ,L'Hiver Indien - Radio Edit
13,The Intouchables,1675434,Prélude: Suite Violoncelle n° 1 ,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude"
14,The Intouchables,1675434,Suite n° 2: Badinerie ,"Badinerie (Orchestral Suite No. 2 in B Minor, BWV1067)"
15,The Intouchables,1675434,Le Printemps: Ier Mouvement ,
16,The Intouchables,1675434,Concerto in Fa mineur ,"Les Quatres Saisons: Concerto En Fa Mineur, RV 297 ""L'hiver"": II. Largo"
17,The Intouchables,1675434,Le vol du Bourdon ,Tsar Saltar: Le Vol du bourdon
18,The Intouchables,1675434,"Concerto for 2 Violins and Orchestra in La Mineur, Op.3 N° 8 ",
19,The Intouchables,1675434,Ein Mädchen oder Weibchen ,"Die Zauberflöte, K. 620, Act II: ""Ein Mädchen oder Weibchen"""
20,The Intouchables,1675434,L'hiver ,L'Hiver Indien - Radio Edit
0,Whiplash,2582802,Overture ,Overture
1,Whiplash,2582802,Black Girls ,Girls Like U
2,Whiplash,2582802,Keep Me Waiting ,Keep Me Waiting
3,Whiplash,2582802,Reaction ,Reaction ft. Slyleaf (Osu Edit)
4,Whiplash,2582802,1st Nassau Band Rehearsal ,
5,Whiplash,2582802,Studio Band Eavesdrop ,First Nassau Band Rehearsal / Second Nassau Band Rehearsal / Studio Band Eavesdrop / Studio Band Rehearsal After Breakup
6,Whiplash,2582802,Cathy's Song ,Catchy Song (feat. T-Pain & That Girl Lay Lay)
7,Whiplash,2582802,2nd Nassau Rehearsal ,
8,Whiplash,2582802,Whiplash ,Whiplash'd
9,Whiplash,2582802,When I Wake ,When I Wake Up
10,Whiplash,2582802,Studio Band Rehearsal After Breakup ,First Nassau Band Rehearsal / Second Nassau Band Rehearsal / Studio Band Eavesdrop / Studio Band Rehearsal After Breakup
11,Whiplash,2582802,Overbrook Competition ,
12,Whiplash,2582802,Casey's Song ,Casey's Song - Milk Flud Remix
13,Whiplash,2582802,Caravan ,Caravan - 2013 Remaster
14,Whiplash,2582802,Fletcher's Song in Club ,Fletcher's Song In Club
15,Whiplash,2582802,Intoit ,Into the Unknown
16,Whiplash,2582802,No Two Words ,No Two Words
17,Whiplash,2582802,Upswingin' ,upswingin
0,The Prestige,0482571,Drinkin' Down the Rose & Crown ,Drinkin' Down the Rose and Crown
1,The Prestige,0482571,Tripping Gaily ,Gaily Tripping
2,The Prestige,0482571,Eel Pie and Mash ,Mash
3,The Prestige,0482571,Butterfly Etude ,"12 Etudes, Op.25: No. 9 in G flat, ""Butterfly Wings"""
4,The Prestige,0482571,Vowel Movement ,Vowel Movement
5,The Prestige,0482571,Bathroom Scales ,Bathroom Scales
6,The Prestige,0482571,Princess Waltz ,"The Sleeping Beauty, Op.66, TH.13 / Act 3: 25b. Pas de quatre: Variation I (Cinderella And Prince) (Waltz)"
7,The Prestige,0482571,Analyse ,Analyse
0,Once Upon a Time in the West,0064116,Danny Boy ,Danny Boy
1,Once Upon a Time in the West,0064116,C'era una volta il West ,C'era una volta il west
2,Once Upon a Time in the West,0064116,Come Una Sentenza ,Come una sentenza
3,Once Upon a Time in the West,0064116,Addio A Cheyenne ,Addio a Cheyenne
4,Once Upon a Time in the West,0064116,L'Attentato ,L'attentat
5,Once Upon a Time in the West,0064116,La Posada N.1 ,Potpurri Navideño: Un Poco de Amor / El Burrito de Belen / La Rama / Las Posadas / Noche de Paz / Dale Dale / Campanitas Navideñas / El Viejo
6,Once Upon a Time in the West,0064116,La Posada N.2 ,La posada N.2
7,Once Upon a Time in the West,0064116,L'Uomo Dell'Armonica ,"L'uomo dell'armonica (From ""C'era una volta il west"")"
8,Once Upon a Time in the West,0064116,In Una Stanza Con Poca Luce ,In una stanza con poca luce
9,Once Upon a Time in the West,0064116,L'Uomo ,L'uomo invisible
10,Once Upon a Time in the West,0064116,L'Orchestraccia ,Un'occasione bellissima
11,Once Upon a Time in the West,0064116,L'America Di Jill ,L'America di Jill
12,Once Upon a Time in the West,0064116,L'Ultimo Rantolo ,L'ultimo rantolo
13,Once Upon a Time in the West,0064116,Finale ,Finale (Can't Wait To See What You Do Next)
0,Grave of the Fireflies,0095327,Home Sweet Home ,Home Sweet Home
1,Grave of the Fireflies,0095327,Gunkan kôshinkyoku ,
0,Casablanca,0034583,La Marseillaise ,La Marseillaise
1,Casablanca,0034583,It Had to Be You ,It Had to Be You (Big Band and Vocals)
2,Casablanca,0034583,Shine ,SHINE
3,Casablanca,0034583,Crazy Rhythm ,Crazy Rhythms
4,Casablanca,0034583,Knock on Wood ,Knock on Wood
5,Casablanca,0034583,The Very Thought of You ,The Very Thought Of You
6,Casablanca,0034583,Baby Face ,Baby Face
7,Casablanca,0034583,I'm Just Wild About Harry ,"I'm Just Wild about Harry - From ""The Thing about Harry"""
8,Casablanca,0034583,Heaven Can Wait ,Heaven Can Wait - The Aston Shuffle Remix
9,Casablanca,0034583,Parlez-moi d'amour ,Parlez-Moi D'amour
10,Casablanca,0034583,Love for Sale ,Love for Sale - Live Remastered
11,Casablanca,0034583,Tango Delle Rose ,Tango Delle Rose
12,Casablanca,0034583,Avalon ,Avalon - Remastered
13,Casablanca,0034583,As Time Goes By ,As Time Goes By
14,Casablanca,0034583,Piano Improvisation ,Into the Unknown (Live Piano Improvisations in 432Hz)
15,Casablanca,0034583,Perfidia ,Perfidia
16,Casablanca,0034583,If I Could Be with You ,If I Could Be with You (One Hour Tonight) - 78rpm Version
17,Casablanca,0034583,You Must Have Been a Beautiful Baby ,You Must Have Been a Beautiful Baby
18,Casablanca,0034583,Die Wacht am Rhein ,Medley (Die Wacht Am Rhein / La Marseillaise)
19,Casablanca,0034583,Das Lied der Deutschen ,German National Anthem (Germany - Das Lied der Deutschen)
0,Cinema Paradiso,0095765,Nuovo Cinema Paradiso (Titoli) ,Nuovo Cinema Paradiso (Titoli)
1,Cinema Paradiso,0095765,Maturita' - Maturity ,"Maturità - Maturity (From ""Nuovo Cinema Paradiso"")"
2,Cinema Paradiso,0095765,Tema d'Amore - Love Theme ,Tema D'amore (Love Theme)
3,Cinema Paradiso,0095765,Infanzia e Maturita' - Childhood and Manhood ,"Infanzia e Maturità - Childhood and Manhood (From ""Nuovo Cinema Paradiso"")"
4,Cinema Paradiso,0095765,Ripensandola - While Thinking About Her Again ,
5,Cinema Paradiso,0095765,Cinema in Fiamme - Cinema on Fire (Extended Version) ,
6,Cinema Paradiso,0095765,Tema d'Amore - Love Theme (2nd Version) ,
7,Cinema Paradiso,0095765,Toto and Alfredo ,Toto And Alfredo
8,Cinema Paradiso,0095765,Dopo il Crollo - After the Destruction (Extended Version) ,"After the Destruction / Dopo Il Crollo (From ""Nuovo Cinema Paradiso"") - Extended Version"
9,Cinema Paradiso,0095765,Tema d'Amore per Nata - Love Theme for Nata ,"Love Theme for Nata - Tema D' Amore Per Nata (From ""Nuovo Cinema Paradiso"")"
10,Cinema Paradiso,0095765,Visita al Cinema - Visit to the Cinema ,
11,Cinema Paradiso,0095765,Prima Giovinezza - First Youth ,
12,Cinema Paradiso,0095765,Quattro Interludi - Four Interludes ,
13,Cinema Paradiso,0095765,"Fuga, Ricerca e Ritorno - Runaway, Search and Return ",
14,Cinema Paradiso,0095765,From American Sex Appeal to the First Fellini ,From American Sex Appeal to the First Fellini
15,Cinema Paradiso,0095765,Tema d'Amore - Love Theme (3rd Version) ,
16,Cinema Paradiso,0095765,Proiezione per Due - Projection for Two ,
17,Cinema Paradiso,0095765,Toto and Alfredo (2nd Version) ,Totò e Alfredo - Version 2
18,Cinema Paradiso,0095765,Tema della Bicicletta - Bicycle Theme ,
19,Cinema Paradiso,0095765,Visita al Cinema - Visit to the Cinema ,
0,Rear Window,0047396,Excerpt from 'Fancy Free' ,
1,Rear Window,0047396,To See You (Is to Love You) ,Lovely To See You
2,Rear Window,0047396,Lisa ,Gurenge
3,Rear Window,0047396,That's Amore ,That's Amore
4,Rear Window,0047396,Mona Lisa ,Mona Lisa (feat. Kendrick Lamar)
5,Rear Window,0047396,Instrumental excerpt from 'Red Garters' ,
6,Rear Window,0047396,Many Dreams Ago ,Many Dreams Ago
7,Rear Window,0047396,"Martha, oder Der Markt zu Richmond ",Martha oder Der Markt zu Richmond: M'appari tut amor
8,Rear Window,0047396,Il carnevale di Venezia ,"Il Carnevale Di Venezia (Arrangiamento Di Leonardo de Lorenzo, Chitarra Claudio Piastra)"
9,Rear Window,0047396,"Balettmusik, nr 2, G-dur. ",
10,Rear Window,0047396,Lover ,Lover
0,Joker,7286456,Temptation Rag ,Temptation Rag
1,Joker,7286456,Here Comes The King ,Here Comes the King (feat. Angela Hunte)
2,Joker,7286456,Murray's Theme ,Amy's Theme (feat. The BBC National Orchestra of Wales)
3,Joker,7286456,Hello News ,Hello New World
4,Joker,7286456,Rooftop ,Rooftop
5,Joker,7286456,Everybody Plays The Fool ,Everybody Plays the Fool
6,Joker,7286456,The Moon Is A Silver Dollar ,The Moon Is a Silver Dollar - Remastered
7,Joker,7286456,Slap That Bass ,Slap That Bass
8,Joker,7286456,If You're Happy And You Know It ,If You're Happy and You Know It
9,Joker,7286456,Send In The Clowns ,Send in the Clowns
10,Joker,7286456,My Name Is Carnival ,My Name Is Carnival - 2001 Remaster
11,Joker,7286456,Smile ,Smile
12,Joker,7286456,That's Life ,That's Life
13,Joker,7286456,Murray's Late Night ,Treat Him Right
14,Joker,7286456,Toy Dept. (Toy Waltz) ,
15,Joker,7286456,Bedding Dept. ,
16,Joker,7286456,Descends In Lift ,
17,Joker,7286456,In Basement ,Interlube
18,Joker,7286456,Joins Girl In Bedding Dept. ,
19,Joker,7286456,Charlie Meets Burglars ,
20,Joker,7286456,Bottle Bursts ,Bottles Up
21,Joker,7286456,That's Life ,That's Life
22,Joker,7286456,Rock 'n' Roll (Part 2) ,Rock and Roll Part 2 - Re-Recorded
23,Joker,7286456,Love Theme ,Love Theme From Spartacus - Remastered
24,Joker,7286456,Spanish Flea ,Spanish Flea
25,Joker,7286456,White Room ,White Room
26,Joker,7286456,Send In The Clowns ,Send in the Clowns
0,Alien,0078748,Incidental music from 'Symphony No. 2 ('Romantic') ,
1,Alien,0078748,Eine kleine Nachtmusik' ,"Eine kleine Nachtmusik in G major, K 525: I. Allegro"
0,Apocalypse Now,0078788,The End ,the ends
1,Apocalypse Now,0078788,(I Can't Get No) Satisfaction ,(I Can't Get No) Satisfaction - Mono Version
2,Apocalypse Now,0078788,"Love Me, And Let Me Love You ",Let Me Love You (Until You Learn To Love Yourself)
3,Apocalypse Now,0078788,The Ride of the Valkyries ,The Ride of the Valkyries
4,Apocalypse Now,0078788,Let The Good Times Roll ,Let the Good Times Roll
5,Apocalypse Now,0078788,Suzie Q ,Suzie Q
6,Apocalypse Now,0078788,Excerpts from 'Mnong Gar Music from Vietnam' ,
7,Apocalypse Now,0078788,Collection Musee de l'homme ,
8,Apocalypse Now,0078788,Surfin' Safari ,Surfin' Safari - Remastered
9,Apocalypse Now,0078788,Sonnerie Aux Morts ,Sonnerie aux morts USA
0,Memento,0209144,Something in the Air ,Something In The Air
1,Memento,0209144,Stone ,Stone Cold
2,Memento,0209144,Generation Z ,Generation Z
3,Memento,0209144,Motherlode ,The Motherlode
4,Memento,0209144,Ipanema Dreaming ,Dreaming of Ipanema
5,Memento,0209144,Do the Boogaloo ,Shake It Up - Do the Boogaloo
0,Raiders of the Lost Ark,0082971,I am the Monarch of the Sea ,I Am the Monarch of the Sea
1,Raiders of the Lost Ark,0082971,A British Tar ,A British Tar
0,The Great Dictator,0032553,Hungarian Dance No. 5 ,"Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)"
1,The Great Dictator,0032553,"Prelude to 'Lohengrin' , Act I ","Lohengrin, WWV 75: Prelude To Act III"
2,The Great Dictator,0032553,"String Quintet in E, Op. 13 No. 5: Minuet ","Minuet from String Quintet No.1 in E Major, Op. 13 No. 5, G. 275"
0,The Lives of Others,0405094,"Ich Wurde Wenn Ich Wusste, Dass Ich Konnte ",
1,The Lives of Others,0405094,Gral ,Graduation (with Juice WRLD)
2,The Lives of Others,0405094,E.W. Als Gruss ,Grüß' mir das Meer und den Wind
3,The Lives of Others,0405094,Champus-Lied ,
4,The Lives of Others,0405094,Wie Ein Stern ,Wie ein Stern
5,The Lives of Others,0405094,Rock 'N Roll Im Stadtpark ,Rock'n Roll im Stadtpark
6,The Lives of Others,0405094,Stell Dich Mitten In Den Regen ,Stell dich mitten in den Regen - Single Mix
7,The Lives of Others,0405094,Die Sonate vom Guten Menschen ,
8,The Lives of Others,0405094,Ut Jucundas ,
9,The Lives of Others,0405094,Die Unsichtbare Front ,Die unsichtbare Front
10,The Lives of Others,0405094,HGW XX/7 ,HGW XX/7
11,The Lives of Others,0405094,Linienstraße ,Lindenstrasse
12,The Lives of Others,0405094,Es Gibt Momente ,Es gibt Momente
13,The Lives of Others,0405094,Albatros ,Albatross
14,The Lives of Others,0405094,Tausend Augen ,Tausend Augen
15,The Lives of Others,0405094,Das Leben Der Anderen ,Das Leben der Anderen
16,The Lives of Others,0405094,Verrat ,Verrat judas (Outro)
17,The Lives of Others,0405094,Gesichter Der Liebe ,Gesichter der Liebe
18,The Lives of Others,0405094,"Georg Dreyman, Der Dichter ",
